track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
24279,Plastikman;Richie Hawtin,Musik,Fuk,11,331017,False,0.544,0.9,-8.813,0,0.0664,0.000325,0.922,0.1,0.0643,125.181,detroit-techno
24280,Terrence Parker,Let Your Love Show,Let Your Love Show,10,472317,False,0.834,0.752,-6.627,1,0.0968,0.0228,0.0573,0.0339,0.585,126.012,detroit-techno
24281,Rhythim Is Rhythim,30 Years Of Rage,Emanon - Original Mix,10,211092,False,0.762,0.97,-13.74,1,0.0757,0.0238,0.903,0.0523,0.923,127.674,detroit-techno
24282,Theo Parrish,Wuddaji,Hennyweed Buckdance,10,430087,False,0.883,0.786,-14.501,1,0.0762,0.156,0.933,0.109,0.598,105.009,detroit-techno
24283,Drexciya,Journey of the Deep Sea Dweller II,Hi-Tide,10,241256,False,0.786,0.938,-8.233,0,0.0695,8.92e-05,0.804,0.973,0.249,125.458,detroit-techno
24284,Carl Craig,Versus,Desire,10,498538,False,0.624,0.575,-14.894,1,0.0342,0.00555,0.825,0.11,0.0787,117.003,detroit-techno
24285,Richie Hawtin;Plastikman,From My Mind to Yours,Gymnastiks,10,456318,False,0.796,0.847,-11.964,0,0.0473,0.00247,0.96,0.113,0.211,123.997,detroit-techno
24286,Theo Parrish;Jerrald James,Sound Signature Sounds,Dan Ryan,10,496600,False,0.768,0.672,-19.067,1,0.0665,0.0622,0.91,0.125,0.545,117.167,detroit-techno
24288,Terrence Parker,Life On The Back 9,Spiritual Warfare,10,439991,False,0.807,0.56,-11.273,1,0.106,0.000111,0.927,0.111,0.667,123.953,detroit-techno
24289,Carl Craig,More Songs About Food and Revolutionary Art,As Time Goes By (Sitting Under A Tree),10,313146,False,0.623,0.308,-15.697,1,0.0335,0.31,0.904,0.0803,0.52,115.925,detroit-techno
24290,Rhythim Is Rhythim,Detroit Love Vol. 2 (DJ Mix),It Is What It Is - Mixed,10,381759,False,0.696,0.945,-6.855,1,0.0455,0.000236,0.932,0.146,0.967,127.012,detroit-techno
24291,Drexciya,Journey of the Deep Sea Dweller I,Sea Quake,10,273320,False,0.753,0.878,-9.972,0,0.102,0.0161,0.0963,0.387,0.894,129.04,detroit-techno
24293,Drexciya,Harnessed the Storm,The Plankton Organization,11,368760,False,0.771,0.838,-11.907,1,0.0927,0.0338,0.831,0.0924,0.953,138.693,detroit-techno
24294,Inner City,Praise,Till We Meet Again - Reese In Rio Mix,11,380529,False,0.692,0.476,-15.572,0,0.0456,0.00348,0.0285,0.0691,0.239,103.506,detroit-techno
24295,Terrence Parker,My Beloved Sheryl (Songs Have Everlasting Radiant Yielding Love),Sheryl I Love You - TP's Something Here Mix,10,433110,False,0.852,0.658,-9.575,1,0.0478,0.00033,0.0241,0.0191,0.935,130.018,detroit-techno
24296,Drexciya,Journey of the Deep Sea Dweller IV,The Last Transmission,11,122040,False,0.616,0.815,-10.929,1,0.036,0.00449,0.858,0.107,0.113,129.934,detroit-techno
24298,Drexciya,Journey of the Deep Sea Dweller IV,Aquatic Bata Particles,10,195793,False,0.891,0.785,-12.076,0,0.104,0.028,0.703,0.0729,0.499,133.042,detroit-techno
24299,Terrence Parker;Merachka,GOD Loves Detroit,Don't Waste Another Minute - Terrence Parker Classic Piano Mix,10,454706,False,0.695,0.716,-8.582,0,0.0378,0.0164,0.68,0.0879,0.904,123.999,detroit-techno
24301,Seth Troxler;Jaden Thompson,Talking Walls,Talking Walls - Dub,33,399146,False,0.801,0.799,-9.013,1,0.0489,2.21e-05,0.902,0.0433,0.585,125.998,detroit-techno
24302,Inner City,Big Fun (Remastered),Big Fun (Remastered),44,198688,False,0.673,0.931,-4.326,0,0.0394,0.00037,0.487,0.044,0.929,122.023,detroit-techno
24314,Inner City;Ejeca,Origins In The Mix (Mixed By The Saunderson Brothers),Good Life - Ejeca Remix,10,210765,False,0.758,0.983,-7.401,0,0.0497,0.00064,0.859,0.109,0.147,127.997,detroit-techno
24318,Inner City,Greatest Dance Classics,Good Life,11,244773,False,0.716,0.783,-12.876,0,0.0496,0.173,0.0325,0.0327,0.952,121.307,detroit-techno
24326,Inner City,90s Party Anthems Vol.2,Big Fun,10,206160,False,0.678,0.935,-11.55,0,0.0514,0.0787,0.376,0.0787,0.965,120.112,detroit-techno
24327,Inner City,Big Fun (Remastered),Big Fun (Remastered),10,198688,False,0.673,0.931,-4.326,0,0.0394,0.00037,0.487,0.044,0.929,122.023,detroit-techno
24329,Inner City,House Top 1000 (Mini Mix 001),Big Fun 2017,11,198688,False,0.673,0.931,-4.326,0,0.0394,0.000368,0.487,0.0435,0.931,122.023,detroit-techno
24332,Inner City,The Greatest 80s Party!,Good Life,11,226240,False,0.739,0.786,-11.045,0,0.0528,0.243,0.0611,0.0459,0.938,121.309,detroit-techno
24341,Inner City,Good Life (Buena Vida),Good Life (Buena Vida) - Carl Craig Mix,10,557373,False,0.864,0.585,-17.027,0,0.0844,0.00066,0.0122,0.364,0.797,130.001,detroit-techno
24347,Inner City,Good Life - The Best Of Inner City,Do You Love What You Feel - Duane Bradley Album Mix,11,301653,False,0.534,0.838,-9.238,1,0.0437,0.0084,0.0375,0.0752,0.653,123.638,detroit-techno
24350,Dopplereffekt,Gesamtkunstwerk,Superior Race,31,190106,False,0.54,0.624,-12.071,0,0.212,0.0037,0.83,0.0738,0.109,134.358,detroit-techno
24351,Moodymann,Mahogany Brown,MahoganyBrown,32,333693,False,0.714,0.73,-12.801,1,0.0372,0.352,0.372,0.155,0.884,119.89,detroit-techno
24352,Omar S,You Want,The Sound of Neptune,35,328678,False,0.878,0.72,-5.772,0,0.115,0.0028,0.0583,0.0877,0.185,123.045,detroit-techno
24353,Dopplereffekt,Climax (Original Motion Picture Soundtrack),Superior Race,28,185600,False,0.786,0.712,-11.196,1,0.151,0.0133,0.761,0.072,0.206,134.379,detroit-techno
24361,Omar S,Thank You for Letting Me Be Myself,Thank U 4 Letting Me Be Myself,35,459964,False,0.811,0.518,-9.314,1,0.0591,6.81e-05,0.787,0.107,0.936,122.999,detroit-techno
24400,Juan Atkins,Back To Basics (Part 1),Track Ten,34,361400,False,0.552,0.767,-14.412,0,0.0343,0.00909,0.82,0.118,0.617,131.242,detroit-techno
24401,Moodymann,Moodymann,Desire,37,263653,False,0.809,0.5,-13.677,0,0.0511,0.0203,0.119,0.0823,0.162,126.973,detroit-techno
24402,Juan Atkins;Moritz Von Oswald,Juan Atkins & Moritz von Oswald Present Borderland: Transport,Lightyears,34,367500,False,0.802,0.327,-19.409,0,0.0943,0.078,0.914,0.103,0.507,128.022,detroit-techno
24403,Theo Parrish,Smile,Lost Angel,31,572492,False,0.745,0.447,-17.864,0,0.061,0.265,0.916,0.0908,0.0852,114.901,detroit-techno
24404,Moodymann,Forevernevermore,Tribute,38,361066,False,0.765,0.753,-9.061,1,0.147,0.509,0.588,0.221,0.493,120.486,detroit-techno
24405,Carl Craig;Francesco Tristano;Les Siècles;François-Xavier Roth;Ishmael Ensemble,"Versus Remixes, Vol. 2",The Melody - Ishmael Ensemble Remix,26,384986,False,0.404,0.564,-12.161,0,0.0344,0.221,0.922,0.0624,0.302,123.003,detroit-techno
24450,The Other People Place,Lifestyles Of The Laptop Café,Let Me Be Me,34,466413,False,0.726,0.52,-11.816,1,0.0528,0.00562,0.866,0.109,0.319,130.686,detroit-techno
24451,The Other People Place,Lifestyles Of The Laptop Café,Moonlight Rendezvous,32,427306,False,0.639,0.51,-10.844,1,0.0432,0.0116,0.858,0.0951,0.658,128.431,detroit-techno
24453,The Other People Place,Lifestyles Of The Laptop Café,It's Your Love,31,451133,False,0.805,0.259,-14.105,0,0.13,0.0081,0.884,0.0937,0.853,126.378,detroit-techno
24454,Terrence Parker,Something Here for the Club,Something Here for the Club - Vocal,47,402494,False,0.832,0.854,-5.498,1,0.0441,0.000323,0.555,0.0303,0.918,130.035,detroit-techno
24501,Delano Smith,Detroit Love Vol. 2 (DJ Mix),Safe Place - Mixed,36,360917,False,0.806,0.54,-11.827,1,0.0745,0.0195,0.939,0.0411,0.294,125.009,detroit-techno
24502,Drexciya,Neptune's Lair,Running out of Space,34,114533,False,0.521,0.599,-7.461,1,0.0307,0.0229,0.351,0.104,0.0973,133.48,detroit-techno
24550,Scan 7,As It Should Be,Fort Street,20,388294,False,0.746,0.72,-8.125,0,0.111,0.00371,0.906,0.0819,0.902,123.997,detroit-techno
24551,Suburban Knight,Nocturbulous Behavior - The Mix,Art Of Stalking,16,243866,False,0.661,0.916,-10.68,1,0.0597,0.0353,0.85,0.475,0.523,135.824,detroit-techno
24553,Underground Resistance,Nocturbulous Behavior - The Mix,The Seawolf,25,134066,False,0.611,0.93,-13.13,1,0.0472,0.0175,0.921,0.224,0.623,136.165,detroit-techno
24600,Dopplereffekt,Gesamtkunstwerk,Technic 1200,22,275600,False,0.791,0.618,-11.879,1,0.0763,0.312,0.743,0.36,0.483,135.294,detroit-techno
24601,Dopplereffekt,Climax (Original Motion Picture Soundtrack),Technic 1200,20,270253,False,0.792,0.626,-11.134,0,0.0696,0.34,0.718,0.568,0.507,135.293,detroit-techno
24602,ONYVAA,Lost Angeles EP,Lucid,30,364272,False,0.664,0.906,-8.509,0,0.0737,0.000366,0.902,0.126,0.0765,138.017,detroit-techno
24603,Dopplereffekt,Gesamtkunstwerk,Plastiphillia 2,28,138800,False,0.802,0.828,-13.378,1,0.0517,0.0462,0.698,0.0856,0.61,128.125,detroit-techno
24604,A Number Of Names,Shari Vari Remixes Double Ep.,Shari Vari - Original Mix,29,337130,False,0.782,0.504,-10.977,1,0.123,0.0117,0.0596,0.225,0.455,127.674,detroit-techno
24607,Dopplereffekt,Gesamtkunstwerk,Infophysix,29,236866,False,0.805,0.645,-13.751,0,0.152,0.075,0.872,0.0825,0.938,119.49,detroit-techno
24608,Dopplereffekt,Gesamtkunstwerk,Pornoviewer,27,154240,False,0.811,0.762,-14.788,1,0.0715,0.237,0.807,0.0766,0.691,120.311,detroit-techno
24613,Dopplereffekt,Gesamtkunstwerk,Plastiphilia,29,66640,False,0.791,0.727,-14.513,1,0.0521,0.0957,0.354,0.057,0.641,128.212,detroit-techno
24614,Seth Troxler,Lumartes (Extended),Lumartes (Extended),25,508604,False,0.688,0.749,-10.037,0,0.0369,0.00241,0.834,0.11,0.143,124.993,detroit-techno
24619,Dopplereffekt,Gesamtkunstwerk,Pornoactress,27,148826,False,0.804,0.762,-11.501,0,0.0917,0.0579,0.565,0.055,0.963,128.482,detroit-techno
24620,Dopplereffekt,Gesamtkunstwerk,Rocket Scientist,23,206000,False,0.755,0.873,-13.122,1,0.0633,0.382,0.873,0.0895,0.875,136.883,detroit-techno
24650,Ryan Elliott,The Introduction EP,Get To You,20,364974,False,0.785,0.592,-14.015,0,0.0728,1.98e-05,0.921,0.0909,0.096,132.983,detroit-techno
24651,Omar S;L'Renee,S.E.X - The Remixes,S.E.X - C.G.P (Conant Gardens Posse) Remix,34,260047,False,0.914,0.505,-10.435,1,0.0516,2.83e-05,0.0773,0.0665,0.964,120.971,detroit-techno
24652,Kevin Saunderson;Todd Terry,I Can't Believe,I Can't Believe - Extended Mix,24,369016,True,0.73,0.949,-5.951,0,0.0409,0.000749,0.796,0.0932,0.236,124.998,detroit-techno
24653,Kevin Saunderson;e-Dancer;Virus J;Justin Cholewski,Oombah (Kevin Saunderson & Justin Cholewski Remix),Oombah - Kevin Saunderson & Justin Cholewski Remix,28,190947,False,0.586,0.781,-7.404,0,0.034,0.000836,0.787,0.0983,0.0752,124.015,detroit-techno
24656,Omar S,Thank You for Letting Me Be Myself,Ready My Black Asz,26,324668,False,0.8,0.915,-9.861,1,0.0642,0.0032,0.917,0.155,0.475,120.585,detroit-techno
24660,Omar S;troialexis,Can't Explain,Can't Explain - Omar S and TroiAlexis R&B Mix,20,159474,True,0.795,0.248,-19.867,1,0.0775,0.069,2.74e-05,0.111,0.395,123.945,detroit-techno
24673,Jeff Mills,Blue Potential - Live with Montpelier Philharmonic Orchestra,The Bells - Blue Potential Version,30,343080,False,0.666,0.689,-15.135,0,0.0788,0.0352,0.142,0.558,0.219,132.026,detroit-techno
24700,Moodymann,Moodymann,No,32,255280,True,0.913,0.541,-12.502,1,0.0902,0.00772,0.546,0.175,0.527,125.036,detroit-techno
24701,Galaxy 2 Galaxy,Galaxy 2 Galaxy: A High Tech Jazz Compilation,Hi-Tech Jazz,29,336160,False,0.643,0.741,-12.522,1,0.0428,0.008,0.614,0.0909,0.504,126.448,detroit-techno
24702,Moodymann;Guevara,Taken Away,Let Me Show You Love,30,261604,False,0.799,0.62,-9.378,1,0.113,0.377,0.0158,0.0987,0.518,112.01,detroit-techno
24703,Moodymann,Sinner: KDJ-48,I'll Provide,28,364680,True,0.882,0.659,-11.379,1,0.0552,0.00424,0.486,0.14,0.535,122.001,detroit-techno
24704,Moodymann,Moodymann,I Got Werk,27,208573,False,0.809,0.732,-9.164,1,0.0588,0.0276,0.331,0.134,0.844,120.891,detroit-techno
24707,Moodymann,Black Mahogani,Shades of Jae,35,415933,False,0.776,0.811,-10.465,0,0.0494,0.00426,0.126,0.897,0.743,120.626,detroit-techno
24750,Surgeon,Surgeon (2014 Remaster),Atol - 2014 Remaster,26,273546,False,0.784,0.936,-9.272,1,0.0813,0.000206,0.888,0.104,0.369,127.935,detroit-techno
24751,Juan Atkins;Moritz Von Oswald,Juan Atkins & Moritz von Oswald Present Borderland: Transport,Riod,28,554692,False,0.815,0.396,-16.94,1,0.176,0.215,0.884,0.108,0.28,128.046,detroit-techno
24800,Omar S;Supercoolwicked,What's Good for the Goose,What's Good for the Goose,35,147214,False,0.598,0.484,-9.743,1,0.0597,0.232,1.57e-05,0.226,0.739,172.942,detroit-techno
24801,Cybotron,Clear,Alleys Of Your Mind,29,212466,False,0.837,0.383,-15.295,1,0.0904,0.358,0.353,0.11,0.528,126.892,detroit-techno
24803,Moodymann,Black Mahogani,Black Mahogani,33,508693,False,0.727,0.815,-10.466,1,0.0736,0.781,0.746,0.0537,0.631,120.009,detroit-techno
24804,Richie Hawtin;Plastikman;Chilly Gonzales,Consumed In Key,Locomotion (In Key),26,517000,False,0.637,0.384,-16.993,1,0.051,0.106,0.855,0.116,0.552,150.18,detroit-techno
24805,Moodymann;Roberta Sweed,Black Mahogani,I Need You so Much (feat. Roberta Sweed),28,161440,False,0.681,0.309,-15.244,1,0.046,0.435,0.0234,0.143,0.206,116.071,detroit-techno
24850,Kenny Larkin,Azimuth,Tedra,30,341106,False,0.466,0.558,-15.972,1,0.0464,0.00765,0.728,0.101,0.0357,109.986,detroit-techno
24851,Plastikman,Ex Club Mixes,Expand - Tale of Us Remix,25,471457,False,0.738,0.601,-12.439,0,0.0455,0.126,0.897,0.0727,0.108,122.003,detroit-techno
24852,The Other People Place,Sunday Night Live at the Laptop Cafe,Sorrow & A Cup of Joe,26,312120,False,0.768,0.479,-11.731,1,0.0658,0.000667,0.828,0.098,0.328,116.757,detroit-techno
24853,Plastikman;Richie Hawtin,Closer,Headcase,15,592986,False,0.804,0.188,-24.781,1,0.049,0.202,0.964,0.108,0.201,123.989,detroit-techno
24854,Plastikman;Richie Hawtin,Closer,Disconnect,26,295760,False,0.723,0.247,-17.298,1,0.0458,0.671,0.942,0.122,0.0396,111.86,detroit-techno
24855,The Other People Place,Lifestyles Of The Laptop Café,Sunrays,31,495813,False,0.92,0.472,-11.698,1,0.224,0.166,0.83,0.0657,0.941,126.033,detroit-techno
24857,Terrence Parker,Love's Got Me High (Systematic presents Lost Treasures Vol. 1),Love's Got Me High - Marc Romboy's Systematic Soul Mix,38,401118,False,0.838,0.587,-9.536,0,0.0493,0.0252,0.0288,0.042,0.822,117.995,detroit-techno
24859,Aril Brikha,Deeparture in Time - Revisited,Groove La Chord,30,478800,False,0.787,0.906,-7.444,1,0.0539,0.000124,0.915,0.15,0.473,132.806,detroit-techno
24860,The Other People Place,Lifestyles Of The Laptop Café,Running From Love,22,350026,False,0.701,0.488,-13.892,0,0.0455,0.000212,0.898,0.114,0.278,127.575,detroit-techno
24900,Robert Hood,The Greatest Dancer,The Greatest Dancer,36,283971,False,0.72,0.836,-6.402,0,0.128,0.0022,0.743,0.088,0.499,135.379,detroit-techno
24901,Drexciya,Journey of the Deep Sea Dweller II,Bang-Bang,26,329088,False,0.805,0.401,-12.264,1,0.066,0.000166,0.325,0.105,0.257,121.622,detroit-techno
24902,Robert Hood,The Blueprint EP,Chroma Light,23,337462,False,0.731,0.675,-10.425,0,0.0637,0.0085,0.883,0.071,0.21,130.004,detroit-techno
24903,Drexciya,Harnessed the Storm,Birth of New Life,28,382866,False,0.746,0.593,-7.238,1,0.0517,0.0257,0.947,0.0371,0.475,128.446,detroit-techno
24905,Drexciya,Journey of the Deep Sea Dweller IV,Black Sea,32,381829,False,0.721,0.865,-7.673,0,0.0591,0.371,0.929,0.0941,0.745,137.985,detroit-techno
24906,Robert Hood,Technatural EP,Teflon,27,399847,False,0.781,0.963,-7.982,0,0.1,0.0423,0.921,0.0954,0.0392,135.36,detroit-techno
24908,Drexciya,Neptune's Lair,Species of the Pod,29,235333,False,0.794,0.609,-11.226,0,0.0797,9.12e-05,0.919,0.161,0.333,139.916,detroit-techno
24950,Robert Hood,Mirror Man,The Cure,17,411380,False,0.692,0.961,-9.155,1,0.0632,0.000848,0.771,0.103,0.089,133.29,detroit-techno
25000,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",September,83,215093,False,0.697,0.832,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,disco
25001,Modjo,Modjo (Remastered),Lady - Hear Me Tonight,78,307153,False,0.72,0.808,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,disco
25002,Boney M.,Daddy Cool,Rasputin,70,220666,False,0.69,0.752,-11.47,0,0.0455,0.463,0.00102,0.595,0.97,126.005,disco
25003,George Benson,20/20,Nothing's Gonna Change My Love for You,71,242678,False,0.553,0.614,-5.098,1,0.0306,0.764,0.0,0.0811,0.345,136.628,disco
25004,Akcent,That's My Name,That's My Name,42,248236,False,0.751,0.636,-4.791,0,0.0437,0.0479,0.0,0.354,0.535,127.953,disco
25005,Boney M.,Take The Heat Off Me,Daddy Cool,72,208600,False,0.763,0.777,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431,disco
25006,Bob Sinclar;FISHER;Steve Edwards,World Hold On (FISHER Rework),World Hold On - FISHER Rework,73,178304,False,0.771,0.883,-5.243,0,0.0584,0.00596,0.00607,0.135,0.895,127.008,disco
25007,Bee Gees,Staying Alive (Original Motion Picture Soundtrack),Stayin' Alive,77,92866,False,0.707,0.535,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,disco
25008,Rick Astley,Whenever You Need Somebody,Never Gonna Give You Up,45,213573,False,0.721,0.939,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,disco
25009,Bee Gees,How Can You Mend A Broken Heart,Stayin Alive,80,285373,False,0.702,0.773,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,disco
25010,Rick Astley,Whenever You Need Somebody,Never Gonna Give You Up,80,213573,False,0.721,0.939,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,disco
25011,Boney M.,Fantastic Boney M.,Rasputin - Single Version,67,220733,False,0.694,0.719,-12.734,0,0.048,0.47,0.00121,0.44,0.972,126.212,disco
25043,Irene Cara,Nyårsmusik,Flashdance... What A Feeling - '95 Version,53,229213,False,0.658,0.748,-6.159,0,0.0353,0.204,5.66e-06,0.138,0.662,129.03,disco
25050,Frankie Valli,The Very Best of Frankie Valli & The 4 Seasons,Can't Take My Eyes off You,70,203240,False,0.575,0.764,-7.448,1,0.0746,0.566,1.07e-05,0.0692,0.536,123.821,disco
25051,Wham!,LAST CHRISTMAS,Last Christmas,74,262960,False,0.735,0.478,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,disco
25052,Boney M.,Nightflight to Venus,Rivers of Babylon,68,261266,False,0.729,0.851,-7.033,1,0.0362,0.13,0.000912,0.443,0.741,115.118,disco
25053,Cyndi Lauper,She's So Unusual,Girls Just Want to Have Fun,79,238266,False,0.71,0.799,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,disco
25054,Wham!,Make It Big,Wake Me Up Before You Go-Go,80,231333,False,0.62,0.573,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,disco
25055,Boney M.,Take The Heat Off Me,Sunny,69,242240,False,0.647,0.868,-6.427,0,0.106,0.088,0.124,0.129,0.804,121.82,disco
25056,Alex Gaudino;Crystal Waters,Destination Calabria,Destination Calabria - Radio Edit,75,223111,False,0.627,0.954,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016,disco
25058,Lionel Richie,Can't Slow Down,Stuck On You,71,192066,False,0.509,0.317,-16.063,1,0.0305,0.621,5.28e-05,0.0878,0.247,131.783,disco
25077,Womack & Womack,Best of 80s,Teardrops,49,230840,False,0.877,0.808,-7.502,1,0.0401,0.0426,0.248,0.119,0.966,133.237,disco
25100,"Earth, Wind & Fire",Raise!,Let's Groove,79,339320,False,0.869,0.648,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,disco
25101,Gloria Gaynor,Love Tracks,I Will Survive,69,296106,False,0.77,0.775,-9.571,0,0.0495,0.0227,0.00262,0.297,0.802,116.935,disco
25102,Bonnie Tyler,The Very Best of Bonnie Tyler,Total Eclipse of the Heart,77,267360,False,0.431,0.723,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,disco
25103,Bee Gees,Greatest,How Deep Is Your Love,74,245200,False,0.633,0.357,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938,disco
25104,Laura Branigan,Self Control,Self Control,73,246440,False,0.814,0.686,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,disco
25105,Akcent,That's My Name,Stay With Me,38,247188,False,0.698,0.84,-5.751,1,0.0409,0.0502,0.00013,0.533,0.483,128.012,disco
25106,Bee Gees,How Can You Mend A Broken Heart,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",76,196213,False,0.601,0.703,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,disco
25107,Boney M.;G. Mart,Barbra Streisand - Boney M. goes Club,Rasputin - Club Mix,55,272226,False,0.718,0.907,-5.154,0,0.0501,0.167,0.00104,0.245,0.975,127.151,disco
25108,Village People,YMCA,YMCA - Original Version 1978,70,286800,False,0.723,0.969,-4.516,1,0.142,0.0643,0.0,0.115,0.728,126.653,disco
25109,Eruption,4 Hits: Eruption,One Way Ticket,62,213200,False,0.719,0.732,-9.227,0,0.0408,0.319,6.51e-06,0.0745,0.96,123.569,disco
25110,Bee Gees,How Can You Mend A Broken Heart,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",74,241093,False,0.594,0.5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,disco
25150,KC & The Sunshine Band,Do You Wanna Go Party,Please Don't Go,71,230440,False,0.445,0.75,-7.159,1,0.035,0.00805,0.0,0.0358,0.466,95.957,disco
25151,Olivia Newton-John,Grease (The Original Motion Picture Soundtrack),Hopelessly Devoted To You - From “Grease”,74,185360,False,0.59,0.338,-13.101,0,0.03,0.292,0.0131,0.121,0.322,110.581,disco
25152,Rick James,Street Songs (Deluxe Edition),Super Freak,75,205466,False,0.838,0.794,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,disco
25153,Lionel Richie;Diana Ross,Back To Front,Endless Love,71,266800,False,0.483,0.268,-11.809,1,0.0257,0.866,0.0163,0.145,0.182,93.47,disco
25154,Yves Larock,Rise Up (The Remixes),Rise Up - Radio Edit,63,170760,False,0.655,0.798,-7.137,1,0.131,0.000658,0.0,0.335,0.855,128.103,disco
25155,F.R. David,Words,Words - Original Version 1983,73,209013,False,0.537,0.789,-5.578,0,0.0549,0.372,2.66e-05,0.138,0.527,123.763,disco
25156,Frankie Valli,Solo,Can't Take My Eyes off You,70,203680,False,0.581,0.78,-7.053,1,0.0567,0.508,1.07e-05,0.0799,0.561,123.711,disco
25157,Lionel Richie,Dancing On The Ceiling (Expanded Edition),"Say You, Say Me",69,241066,False,0.636,0.405,-11.113,1,0.0287,0.355,0.0,0.0804,0.257,128.068,disco
25158,Lionel Richie,Can't Slow Down,Hello,68,246933,False,0.424,0.222,-15.053,0,0.0391,0.646,0.0,0.148,0.0606,61.648,disco
25159,Boney M.,Love For Sale,Ma Baker,65,276080,False,0.746,0.76,-6.009,0,0.105,0.0342,2.18e-05,0.31,0.902,128.976,disco
25160,Baltimora,Living In The Background,Tarzan Boy,72,378946,False,0.684,0.573,-12.3,1,0.0261,0.318,0.028,0.306,0.716,107.363,disco
25161,Cyndi Lauper,She's So Unusual,Time After Time,76,241333,False,0.726,0.449,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,disco
25162,Boney M.,Nightflight to Venus,Rasputin,65,351573,False,0.639,0.893,-6.509,1,0.036,0.289,0.00816,0.222,0.966,126.143,disco
25165,Village People,Can't Stop the Music (Original Soundtrack 1980),YMCA,66,202573,False,0.742,0.696,-7.871,1,0.0735,0.19,0.0,0.151,0.84,126.432,disco
25166,Fedde Le Grand;Robert Falcon;Sofia Quinn,Heaven (feat. Sofia Quinn) [Club Mix],Heaven (feat. Sofia Quinn) - Club Mix,68,175773,False,0.703,0.963,-6.6,0,0.0515,0.00477,0.0169,0.304,0.0301,125.961,disco
25167,Bonnie Tyler,Secret Dreams and Forbidden Fire,"Holding Out for a Hero - From ""Footloose"" Soundtrack",74,348333,False,0.616,0.685,-15.289,0,0.04,0.0245,1.13e-05,0.0491,0.895,150.055,disco
25168,Deniece Williams,The Best Of Deniece Williams: Gonna Take A Miracle,Silly,44,357360,False,0.473,0.241,-14.872,1,0.0323,0.89,0.00386,0.141,0.404,115.163,disco
25170,Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),Time After Time,72,243066,False,0.724,0.436,-9.321,1,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,disco
25173,Culture Club,Colour By Numbers,Karma Chameleon - Remastered 2002,75,252773,False,0.668,0.73,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049,disco
25182,Eric Carmen,The Definitive Collection,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",74,251066,False,0.712,0.549,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882,disco
25200,Breakbot;Irfane,Baby I'm Yours,Baby I'm Yours,61,215786,False,0.831,0.794,-3.701,0,0.0752,0.705,3.4e-05,0.0978,0.735,118.075,disco
25201,Culture Club,Colour By Numbers,Karma Chameleon,61,252760,False,0.661,0.552,-12.385,1,0.0337,0.214,0.0,0.206,0.928,92.056,disco
25202,Akcent,That's My Name,Love Stoned,30,222773,False,0.635,0.72,-6.642,0,0.0343,0.00132,0.0196,0.0984,0.358,128.022,disco
25203,Akcent,That's My Name,My Passion,30,243750,False,0.74,0.61,-5.01,0,0.0514,0.163,0.0428,0.268,0.755,128.037,disco
25204,Commodores,Commodores,Easy,75,256426,False,0.589,0.384,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,disco
25205,Roberta Flack,Killing Me Softly,Killing Me Softly With His Song,72,286920,False,0.476,0.381,-10.238,0,0.0342,0.727,0.0,0.0614,0.33,121.948,disco
25206,"Earth, Wind & Fire;The Emotions",I Am,Boogie Wonderland,76,288293,False,0.802,0.756,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,disco
25207,Akcent,That's My Name,My Passion,36,198750,False,0.71,0.756,-4.297,0,0.0409,0.075,0.00829,0.397,0.86,128.044,disco
